0.6374 -0.7705
0.5878 -0.8090
0.5358 -0.8443
0.4818 -0.8763
0.4258 -0.9048
0.3681 -0.9298
0.3090 -0.9511
0.2487 -0.9686
0.1874 -0.9823
0.1253 -0.9921
0.0628 -0.9980
0.0000 -1.0000
-0.0628 -0.9980
-0.1253 -0.9921
-0.1874 -0.9823
-0.2487 -0.9686
-0.3090 -0.9511
-0.3681 -0.9298
-0.4258 -0.9048
-0.4818 -0.8763
-0.5358 -0.8443
-0.5878 -0.8090
-0.6374 -0.7705
-0.6845 -0.7290
-0.7290 -0.6845
-0.7705 -0.6374
-0.8090 -0.5878
-0.8443 -0.5358
-0.8763 -0.4818
-0.9048 -0.4258
-0.9298 -0.3681
-0.9511 -0.3090
-0.9686 -0.2487
-0.9823 -0.1874
-0.9921 -0.1253
-0.9980 -0.0628
-1.0000 0.0000
-0.9980 0.0628
-0.9921 0.1253
-0.9823 0.1874
-0.9686 0.2487
-0.9511 0.3090
-0.9298 0.3681
-0.9048 0.4258
-0.8763 0.4818
-0.8443 0.5358
-0.8090 0.5878
-0.7705 0.6374
-0.7290 0.6845
-0.6845 0.7290
-0.6374 0.7705
-0.5878 0.8090
-0.5358 0.8443
-0.4818 0.8763
-0.4258 0.9048
-0.3681 0.9298
-0.3090 0.9511
-0.2487 0.9686
-0.1874 0.9823
-0.1253 0.9921
-0.0628 0.9980
0.0000 1.0000
0.0628 0.9980
0.1253 0.9921
0.1874 0.9823
0.2487 0.9686
0.3090 0.9511
0.3681 0.9298
0.4258 0.9048
0.4818 0.8763
0.5358 0.8443
0.5878 0.8090
0.6374 0.7705
0.6845 0.7290
0.7290 0.6845
0.7705 0.6374
0.8090 0.5878
0.8443 0.5358
0.8763 0.4818
0.9048 0.4258
0.9298 0.3681
0.9511 0.3090
0.9686 0.2487
0.9823 0.1874
0.9921 0.1253
0.9980 0.0628
1.0000 0.0000
0.9980 -0.0628
0.9921 -0.1253
0.9823 -0.1874
0.9686 -0.2487
0.9511 -0.3090
0.9298 -0.3681
0.9048 -0.4258
0.8763 -0.4818
0.8443 -0.5358
0.8090 -0.5878
0.7705 -0.6374
0.7290 -0.6845
0.6845 -0.7290
0.6374 -0.7705
0.5878 -0.8090
0.5358 -0.8443
0.4818 -0.8763
0.4258 -0.9048
0.3681 -0.9298
0.3090 -0.9511
0.2487 -0.9686
0.1874 -0.9823
0.1253 -0.9921
0.0628 -0.9980
0.0000 -1.0000
-0.0628 -0.9980
-0.1253 -0.9921
-0.1874 -0.9823
-0.2487 -0.9686
-0.3090 -0.9511
-0.3681 -0.9298
-0.4258 -0.9048
-0.4818 -0.8763
-0.5358 -0.8443
-0.5878 -0.8090
-0.6374 -0.7705
-0.6845 -0.7290
-0.7290 -0.6845
-0.7705 -0.6374
-0.8090 -0.5878
-0.8443 -0.5358
-0.8763 -0.4818
-0.9048 -0.4258
-0.9298 -0.3681
-0.9511 -0.3090
-0.9686 -0.2487
-0.9823 -0.1874
-0.9921 -0.1253
-0.9980 -0.0628
-1.0000 0.0000
-0.9980 0.0628
-0.9921 0.1253
-0.9823 0.1874
-0.9686 0.2487
-0.9511 0.3090
-0.9298 0.3681
-0.9048 0.4258
-0.8763 0.4818
-0.8443 0.5358
-0.8090 0.5878
-0.7705 0.6374
-0.7290 0.6845
-0.6845 0.7290
-0.6374 0.7705
-0.5878 0.8090
-0.5358 0.8443
-0.4818 0.8763
-0.4258 0.9048
-0.3681 0.9298
-0.3090 0.9511
-0.2487 0.9686
-0.1874 0.9823
-0.1253 0.9921
-0.0628 0.9980
0.0000 1.0000
0.0628 0.9980
0.1253 0.9921
0.1874 0.9823
0.2487 0.9686
0.3090 0.9511
0.3681 0.9298
0.4258 0.9048
0.4818 0.8763
0.5358 0.8443
0.5878 0.8090
0.6374 0.7705
0.6845 0.7290
0.7290 0.6845
0.7705 0.6374
0.8090 0.5878
0.8443 0.5358
0.8763 0.4818
0.9048 0.4258
0.9298 0.3681
0.9511 0.3090
0.9686 0.2487
0.9823 0.1874
0.9921 0.1253
0.9980 0.0628
1.0000 0.0000
0.9980 -0.0628
0.9921 -0.1253
0.9823 -0.1874
0.9686 -0.2487
0.9511 -0.3090
0.9298 -0.3681
0.9048 -0.4258
0.8763 -0.4818
0.8443 -0.5358
0.8090 -0.5878
0.7705 -0.6374
0.7290 -0.6845
0.6845 -0.7290
0.6374 -0.7705
0.5878 -0.8090
0.5358 -0.8443
0.4818 -0.8763
0.4258 -0.9048
0.3681 -0.9298
0.3090 -0.9511
0.2487 -0.9686
0.1874 -0.9823
0.1253 -0.9921
0.0628 -0.9980
0.0000 -1.0000
-0.0628 -0.9980
-0.1253 -0.9921
-0.1874 -0.9823
-0.2487 -0.9686
-0.3090 -0.9511
-0.3681 -0.9298
-0.4258 -0.9048
-0.4818 -0.8763
-0.5358 -0.8443
-0.5878 -0.8090
-0.6374 -0.7705
-0.6845 -0.7290
-0.7290 -0.6845
-0.7705 -0.6374
-0.8090 -0.5878
-0.8443 -0.5358
-0.8763 -0.4818
-0.9048 -0.4258
-0.9298 -0.3681
-0.9511 -0.3090
-0.9686 -0.2487
-0.9823 -0.1874
-0.9921 -0.1253
-0.9980 -0.0628
-1.0000 0.0000
-0.9980 0.0628
-0.9921 0.1253
-0.9823 0.1874
-0.9686 0.2487
-0.9511 0.3090
-0.9298 0.3681
-0.9048 0.4258
-0.8763 0.4818
-0.8443 0.5358
-0.8090 0.5878
-0.7705 0.6374
-0.7290 0.6845
-0.6845 0.7290
-0.6374 0.7705
-0.5878 0.8090
-0.5358 0.8443
-0.4818 0.8763
-0.4258 0.9048
-0.3681 0.9298
-0.3090 0.9511
-0.2487 0.9686
-0.1874 0.9823
-0.1253 0.9921
-0.0628 0.9980
0.0000 1.0000
0.0628 0.9980
0.1253 0.9921
0.1874 0.9823
0.2487 0.9686
0.3090 0.9511
0.3681 0.9298
0.4258 0.9048
0.4818 0.8763
0.5358 0.8443
0.5878 0.8090
0.6374 0.7705
0.6845 0.7290
0.7290 0.6845
0.7705 0.6374
0.8090 0.5878
0.8443 0.5358
0.8763 0.4818
0.9048 0.4258
0.9298 0.3681
0.9511 0.3090
0.9686 0.2487
0.9823 0.1874
0.9921 0.1253
0.9980 0.0628
1.0000 0.0000
0.9980 -0.0628
0.9921 -0.1253
0.9823 -0.1874
0.9686 -0.2487
0.9511 -0.3090
0.9298 -0.3681
0.9048 -0.4258
0.8763 -0.4818
0.8443 -0.5358
0.8090 -0.5878
0.7705 -0.6374
0.7290 -0.6845
0.6845 -0.7290
0.6374 -0.7705
0.5878 -0.8090
0.5358 -0.8443
0.4818 -0.8763
0.4258 -0.9048
0.3681 -0.9298
0.3090 -0.9511
0.2487 -0.9686
0.1874 -0.9823
0.1253 -0.9921
0.0628 -0.9980
0.0000 -1.0000
-0.0628 -0.9980
-0.1253 -0.9921
-0.1874 -0.9823
-0.2487 -0.9686
-0.3090 -0.9511
-0.3681 -0.9298
-0.4258 -0.9048
-0.4818 -0.8763
-0.5358 -0.8443
-0.5878 -0.8090
-0.6374 -0.7705
-0.6845 -0.7290
-0.7290 -0.6845
-0.7705 -0.6374
-0.8090 -0.5878
-0.8443 -0.5358
-0.8763 -0.4818
-0.9048 -0.4258
-0.9298 -0.3681
-0.9511 -0.3090
-0.9686 -0.2487
-0.9823 -0.1874
-0.9921 -0.1253
-0.9980 -0.0628
-1.0000 0.0000
-0.9980 0.0628
-0.9921 0.1253
-0.9823 0.1874
-0.9686 0.2487
-0.9511 0.3090
-0.9298 0.3681
-0.9048 0.4258
-0.8763 0.4818
-0.8443 0.5358
-0.8090 0.5878
-0.7705 0.6374
-0.7290 0.6845
-0.6845 0.7290
-0.6374 0.7705
-0.5878 0.8090
-0.5358 0.8443
-0.4818 0.8763
-0.4258 0.9048
-0.3681 0.9298
-0.3090 0.9511
-0.2487 0.9686
-0.1874 0.9823
-0.1253 0.9921
-0.0628 0.9980
0.0000 1.0000
0.0628 0.9980
0.1253 0.9921
0.1874 0.9823
0.2487 0.9686
0.3090 0.9511
0.3681 0.9298
0.4258 0.9048
0.4818 0.8763
0.5358 0.8443
0.5878 0.8090
0.6374 0.7705
0.6845 0.7290
0.7290 0.6845
0.7705 0.6374
0.8090 0.5878
0.8443 0.5358
0.8763 0.4818
0.9048 0.4258
0.9298 0.3681
0.9511 0.3090
0.9686 0.2487
0.9823 0.1874
0.9921 0.1253
0.9980 0.0628
1.0000 0.0000
0.9980 -0.0628
0.9921 -0.1253
0.9823 -0.1874
0.9686 -0.2487
0.9511 -0.3090
0.9298 -0.3681
0.9048 -0.4258
0.8763 -0.4818
0.8443 -0.5358
0.8090 -0.5878
0.7705 -0.6374
0.7290 -0.6845
0.6845 -0.7290
0.6374 -0.7705
0.5878 -0.8090
0.5358 -0.8443
0.4818 -0.8763
0.4258 -0.9048
0.3681 -0.9298
0.3090 -0.9511
0.2487 -0.9686
0.1874 -0.9823
0.1253 -0.9921
0.0628 -0.9980
0.0000 -1.0000
-0.0628 -0.9980
-0.1253 -0.9921
-0.1874 -0.9823
-0.2487 -0.9686
-0.3090 -0.9511
-0.3681 -0.9298
-0.4258 -0.9048
-0.4818 -0.8763
-0.5358 -0.8443
-0.5878 -0.8090
-0.6374 -0.7705
-0.6845 -0.7290
-0.7290 -0.6845
-0.7705 -0.6374
-0.8090 -0.5878
-0.8443 -0.5358
-0.8763 -0.4818
-0.9048 -0.4258
-0.9298 -0.3681
-0.9511 -0.3090
-0.9686 -0.2487
-0.9823 -0.1874
-0.9921 -0.1253
-0.9980 -0.0628
-1.0000 0.0000
-0.9980 0.0628
-0.9921 0.1253
-0.9823 0.1874
-0.9686 0.2487
-0.9511 0.3090
-0.9298 0.3681
-0.9048 0.4258
-0.8763 0.4818
-0.8443 0.5358
-0.8090 0.5878
-0.7705 0.6374
-0.7290 0.6845
-0.6845 0.7290
-0.6374 0.7705
-0.5878 0.8090
-0.5358 0.8443
-0.4818 0.8763
-0.4258 0.9048
-0.3681 0.9298
-0.3090 0.9511
-0.2487 0.9686
-0.1874 0.9823
-0.1253 0.9921
-0.0628 0.9980
0.0000 1.0000
0.0628 0.9980
0.1253 0.9921
0.1874 0.9823
0.2487 0.9686
0.3090 0.9511
0.3681 0.9298
0.4258 0.9048
0.4818 0.8763
0.5358 0.8443
0.5878 0.8090
0.6374 0.7705
0.6845 0.7290
0.7290 0.6845
0.7705 0.6374
0.8090 0.5878
0.8443 0.5358
0.8763 0.4818
0.9048 0.4258
0.9298 0.3681
0.9511 0.3090
0.9686 0.2487
0.9823 0.1874
0.9921 0.1253
0.9980 0.0628
1.0000 0.0000
0.9980 -0.0628
0.9921 -0.1253
0.9823 -0.1874
0.9686 -0.2487
0.9511 -0.3090
0.9298 -0.3681
0.9048 -0.4258
0.8763 -0.4818
0.8443 -0.5358
0.8090 -0.5878
0.7705 -0.6374
0.7290 -0.6845
0.6845 -0.7290
0.6374 -0.7705
0.5878 -0.8090
0.5358 -0.8443
0.4818 -0.8763
0.4258 -0.9048
0.3681 -0.9298
0.3090 -0.9511
0.2487 -0.9686
0.1874 -0.9823
0.1253 -0.9921
0.0628 -0.9980
0.0000 -1.0000
-0.0628 -0.9980
-0.1253 -0.9921
-0.1874 -0.9823
-0.2487 -0.9686
-0.3090 -0.9511
-0.3681 -0.9298
-0.4258 -0.9048
-0.4818 -0.8763
-0.5358 -0.8443
-0.5878 -0.8090
-0.6374 -0.7705
-0.6845 -0.7290
-0.7290 -0.6845
-0.7705 -0.6374
-0.8090 -0.5878
-0.8443 -0.5358
-0.8763 -0.4818
-0.9048 -0.4258
-0.9298 -0.3681
-0.9511 -0.3090
-0.9686 -0.2487
-0.9823 -0.1874
-0.9921 -0.1253
-0.9980 -0.0628
-1.0000 0.0000
-0.9980 0.0628
-0.9921 0.1253
-0.9823 0.1874
-0.9686 0.2487
-0.9511 0.3090
-0.9298 0.3681
-0.9048 0.4258
-0.8763 0.4818
-0.8443 0.5358
-0.8090 0.5878
-0.7705 0.6374
-0.7290 0.6845
-0.6845 0.7290
-0.6374 0.7705
-0.5878 0.8090
-0.5358 0.8443
-0.4818 0.8763
-0.4258 0.9048
-0.3681 0.9298
-0.3090 0.9511
-0.2487 0.9686
-0.1874 0.9823
-0.1253 0.9921
-0.0628 0.9980
0.0000 1.0000
